BaseId,TerritoryId,NameId,Label,SourceModule
2018,244,0,ClockworkKnight,RealmReborn/Raid/T04Gauntlet
2019,244,0,SpinnerRook,RealmReborn/Raid/T04Gauntlet
2020,244,0,ClockworkDreadnaught,RealmReborn/Raid/T04Gauntlet
2282,244,0,ClockworkBugP1,RealmReborn/Raid/T04Gauntlet
2021,245,1482,Boss,RealmReborn/Raid/T05Twintania
2022,245,0,Neurolink,RealmReborn/Raid/T05Twintania
2023,245,0,ScourgeOfMeracydia,RealmReborn/Raid/T05Twintania
2024,245,0,Hygieia,RealmReborn/Raid/T05Twintania
2025,245,0,Asclepius,RealmReborn/Raid/T05Twintania
2026,245,0,Dreadknight,RealmReborn/Raid/T05Twintania
2034,245,0,Conflagration,RealmReborn/Raid/T05Twintania
2035,245,0,Oviform,RealmReborn/Raid/T05Twintania
2663,281,2505,Boss,RealmReborn/Trial/T09WhorleaterH
2691,281,0,DangerousSahagins,RealmReborn/Trial/T09WhorleaterH
2692,281,0,Sahagin,RealmReborn/Trial/T09WhorleaterH
2693,281,0,Spume,RealmReborn/Trial/T09WhorleaterH
2694,281,0,Tail,RealmReborn/Trial/T09WhorleaterH
2948,281,0,ElementalConverter,RealmReborn/Trial/T09WhorleaterH
209,292,1185,Boss,RealmReborn/Trial/T05IfritH
210,292,0,InfernalNail,RealmReborn/Trial/T05IfritH
247,293,1801,Boss,RealmReborn/Trial/T07TitanH
1443,293,0,BombBoulder,RealmReborn/Trial/T07TitanH
1505,293,0,GraniteGaol,RealmReborn/Trial/T07TitanH
1508,293,0,TitansHeart,RealmReborn/Trial/T07TitanH
240,294,0,Monolith,RealmReborn/Trial/T06GarudaH
241,294,0,RazorPlume,RealmReborn/Trial/T06GarudaH
242,294,1644,Boss,RealmReborn/Trial/T06GarudaH
1535,294,0,SatinPlume,RealmReborn/Trial/T06GarudaH
1566,294,0,Chirada,RealmReborn/Trial/T06GarudaH
1567,294,0,Suparna,RealmReborn/Trial/T06GarudaH
1571,294,0,Whirlwind,RealmReborn/Trial/T06GarudaH
1572,294,0,EyeOfTheStorm,RealmReborn/Trial/T06GarudaH
211,295,1185,Boss,RealmReborn/Extreme/Ex4Ifrit
212,295,0,InfernalNailSmall,RealmReborn/Extreme/Ex4Ifrit
2331,295,0,InfernalNailLarge,RealmReborn/Extreme/Ex4Ifrit
248,296,1801,Boss,RealmReborn/Extreme/Ex3Titan
1504,296,0,BombBoulder,RealmReborn/Extreme/Ex3Titan
1506,296,0,GraniteGaol,RealmReborn/Extreme/Ex3Titan
1509,296,0,TitansHeart,RealmReborn/Extreme/Ex3Titan
2290,296,0,GraniteGaoler,RealmReborn/Extreme/Ex3Titan
243,297,0,Monolith,RealmReborn/Extreme/Ex2Garuda
244,297,0,RazorPlume,RealmReborn/Extreme/Ex2Garuda
245,297,1644,Boss,RealmReborn/Extreme/Ex2Garuda
1536,297,0,SpinyPlume,RealmReborn/Extreme/Ex2Garuda
1537,297,0,SatinPlume,RealmReborn/Extreme/Ex2Garuda
1568,297,0,Chirada,RealmReborn/Extreme/Ex2Garuda
1569,297,0,Suparna,RealmReborn/Extreme/Ex2Garuda
1573,297,0,Whirlwind,RealmReborn/Extreme/Ex2Garuda
1574,297,0,EyeOfTheStorm,RealmReborn/Extreme/Ex2Garuda
2319,348,2137,Boss,RealmReborn/Extreme/Ex1Ultima
2320,348,0,UltimaIfrit,RealmReborn/Extreme/Ex1Ultima
2321,348,0,UltimaTitan,RealmReborn/Extreme/Ex1Ultima
2322,348,0,UltimaGaruda,RealmReborn/Extreme/Ex1Ultima
2323,348,0,Aetheroplasm,RealmReborn/Extreme/Ex1Ultima
2324,348,0,Ultimaplasm,RealmReborn/Extreme/Ex1Ultima
2325,348,0,MagitekBit,RealmReborn/Extreme/Ex1Ultima
5476,540,541,Boss,RealmReborn/Novice
5489,545,4784,Boss,RealmReborn/Novice
5492,545,0,N12Gladiator,RealmReborn/Novice
5498,547,4784,Boss,RealmReborn/Novice
5521,552,4787,Boss,RealmReborn/Novice
5778,561,4986,Boss,Heavensward/DeepDungeon/PalaceOfTheDead
5791,562,4999,Boss,Heavensward/DeepDungeon/PalaceOfTheDead
5987,562,0,PalaceHornet,Heavensward/DeepDungeon/PalaceOfTheDead
5804,563,5012,Boss,Heavensward/DeepDungeon/PalaceOfTheDead
5817,564,5025,Boss,Heavensward/DeepDungeon/PalaceOfTheDead
5988,564,0,NightmareBhoot,Heavensward/DeepDungeon/PalaceOfTheDead
5830,565,5038,Boss,Heavensward/DeepDungeon/PalaceOfTheDead
5864,565,0,GargoyleSteward,Heavensward/DeepDungeon/PalaceOfTheDead
5865,565,0,DemonButler,Heavensward/DeepDungeon/PalaceOfTheDead
6164,593,5309,Boss,Heavensward/DeepDungeon/PalaceOfTheDead
6374,593,0,VoidsentDiscarnate,Heavensward/DeepDungeon/PalaceOfTheDead
6165,594,5321,Boss,Heavensward/DeepDungeon/PalaceOfTheDead
6166,595,5333,Boss,Heavensward/DeepDungeon/PalaceOfTheDead
6384,595,0,Tornado,Heavensward/DeepDungeon/PalaceOfTheDead
6167,596,5345,Boss,Heavensward/DeepDungeon/PalaceOfTheDead
6376,596,0,GreyBomb,Heavensward/DeepDungeon/PalaceOfTheDead
6377,596,0,LavaBomb,Heavensward/DeepDungeon/PalaceOfTheDead
6378,596,0,GiddyBomb,Heavensward/DeepDungeon/PalaceOfTheDead
6152,597,5356,Boss,Heavensward/DeepDungeon/PalaceOfTheDead
6153,597,0,GiantCorse,Heavensward/DeepDungeon/PalaceOfTheDead
6154,597,0,BicephalicCorse,Heavensward/DeepDungeon/PalaceOfTheDead
6155,597,0,IronCorse,Heavensward/DeepDungeon/PalaceOfTheDead
6168,598,5371,Boss,Heavensward/DeepDungeon/PalaceOfTheDead
6169,599,5384,Boss,Heavensward/DeepDungeon/PalaceOfTheDead
6405,599,0,DeepPalaceHornet,Heavensward/DeepDungeon/PalaceOfTheDead
6170,600,5397,Boss,Heavensward/DeepDungeon/PalaceOfTheDead
6171,601,5410,Boss,Heavensward/DeepDungeon/PalaceOfTheDead
6406,601,0,DeepPalaceFollower,Heavensward/DeepDungeon/PalaceOfTheDead
6172,602,5424,Boss,Heavensward/DeepDungeon/PalaceOfTheDead
6379,602,0,FanaticGargoyle,Heavensward/DeepDungeon/PalaceOfTheDead
6380,602,0,FanaticVodoriga,Heavensward/DeepDungeon/PalaceOfTheDead
6381,602,0,FanaticZombie,Heavensward/DeepDungeon/PalaceOfTheDead
6382,602,0,FanaticSuccubus,Heavensward/DeepDungeon/PalaceOfTheDead
6173,603,5438,Boss,Heavensward/DeepDungeon/PalaceOfTheDead
6383,603,0,VoidsentDiscarnate,Heavensward/DeepDungeon/PalaceOfTheDead
6174,604,5449,Boss,Heavensward/DeepDungeon/PalaceOfTheDead
6175,605,5461,Boss,Heavensward/DeepDungeon/PalaceOfTheDead
6384,605,0,TornadoVoidZones,Heavensward/DeepDungeon/PalaceOfTheDead
6176,606,5471,Boss,Heavensward/DeepDungeon/PalaceOfTheDead
6385,606,0,RemedyBomb,Heavensward/DeepDungeon/PalaceOfTheDead
6386,606,0,LavaBomb,Heavensward/DeepDungeon/PalaceOfTheDead
6387,606,0,GiddyBomb,Heavensward/DeepDungeon/PalaceOfTheDead
7700,693,5633,Boss,Stormblood/Raid/O3NHalicarnassus
7701,693,0,SoulReaper,Stormblood/Raid/O3NHalicarnassus
7702,693,0,GreatDragon,Stormblood/Raid/O3NHalicarnassus
6358,706,0,AldisSwordOfNald,Stormblood/Quest
6993,706,6311,Boss,Stormblood/Quest
6994,706,0,TaintedWindSprite,Stormblood/Quest
7871,712,0,BonusAddAbharamu,Stormblood/TreasureHunt/TheLostCanalsOfUznair
7950,712,0,BossAdd1,Stormblood/TreasureHunt/TheLostCanalsOfUznair
7951,712,0,BossAdd2,Stormblood/TreasureHunt/TheLostCanalsOfUznair
7957,712,6650,Boss,Stormblood/TreasureHunt/TheLostCanalsOfUznair
6358,722,0,FallenKuribu,Stormblood/Quest
7343,722,6345,Boss,Stormblood/Quest
7348,722,0,ShadowSprite,Stormblood/Quest
8159,733,0,Twintania,Stormblood/Ultimate/UCOB
8160,733,0,Oviform,Stormblood/Ultimate/UCOB
8161,733,0,NaelDeusDarnus,Stormblood/Ultimate/UCOB
8162,733,0,NaelGeminus,Stormblood/Ultimate/UCOB
8163,733,0,Firehorn,Stormblood/Ultimate/UCOB
8164,733,0,Iceclaw,Stormblood/Ultimate/UCOB
8165,733,0,Thunderwing,Stormblood/Ultimate/UCOB
8166,733,0,TailOfDarkness,Stormblood/Ultimate/UCOB
8167,733,0,FangOfLight,Stormblood/Ultimate/UCOB
8168,733,0,BahamutPrime,Stormblood/Ultimate/UCOB
8169,733,0,Phoenix,Stormblood/Ultimate/UCOB
8489,761,7221,Boss,Stormblood/Trial
8490,761,0,Garula,Stormblood/Trial
8491,761,0,SteppeSheep,Stormblood/Trial
8492,761,0,SteppeYamaa,Stormblood/Trial
8493,761,0,SteppeYamaa1,Stormblood/Trial
8494,761,0,SteppeCoeurl,Stormblood/Trial
9152,761,0,WyvernsTail,Stormblood/Trial
8495,762,7221,Boss,Stormblood/Extreme
8496,762,0,Garula,Stormblood/Extreme
8497,762,0,SteppeSheep,Stormblood/Extreme
8498,762,0,SteppeYamaa,Stormblood/Extreme
8499,762,0,SteppeYamaa1,Stormblood/Extreme
8500,762,0,SteppeCoeurl,Stormblood/Extreme
9177,762,0,WyvernsTail,Stormblood/Extreme
9185,770,7480,Boss,Stormblood/DeepDungeon/HeavenOnHigh
9191,771,7481,Boss,Stormblood/DeepDungeon/HeavenOnHigh
9192,771,0,ChokeshinAdds,Stormblood/DeepDungeon/HeavenOnHigh
8785,772,7482,Boss,Stormblood/DeepDungeon/HeavenOnHigh
8786,772,0,RaiunClouds,Stormblood/DeepDungeon/HeavenOnHigh
9193,773,7485,Boss,Stormblood/DeepDungeon/HeavenOnHigh
9194,773,0,Gloom,Stormblood/DeepDungeon/HeavenOnHigh
9195,774,7489,Boss,Stormblood/DeepDungeon/HeavenOnHigh
8865,775,0,Onra,Stormblood/DeepDungeon/HeavenOnHigh
9199,775,7582,Boss,Stormblood/DeepDungeon/HeavenOnHigh
9235,775,0,SandSphere,Stormblood/DeepDungeon/HeavenOnHigh
8722,777,0,Garuda,Stormblood/Ultimate/UWU
8723,777,0,GarudaSister,Stormblood/Ultimate/UWU
8724,777,0,RazorPlume,Stormblood/Ultimate/UWU
8725,777,0,SatinPlume,Stormblood/Ultimate/UWU
8726,777,0,SpinyPlume,Stormblood/Ultimate/UWU
8727,777,0,Titan,Stormblood/Ultimate/UWU
8728,777,0,BombBoulder,Stormblood/Ultimate/UWU
8729,777,0,GraniteGaol,Stormblood/Ultimate/UWU
8730,777,0,Ifrit,Stormblood/Ultimate/UWU
8731,777,0,InfernalNail,Stormblood/Ultimate/UWU
8732,777,0,Lahabrea,Stormblood/Ultimate/UWU
8733,777,0,MagitekBit,Stormblood/Ultimate/UWU
8734,777,0,UltimaWeapon,Stormblood/Ultimate/UWU
8735,777,0,Aetheroplasm,Stormblood/Ultimate/UWU
8736,777,0,Ultimaplasm,Stormblood/Ultimate/UWU
9186,782,7483,Boss,Stormblood/DeepDungeon/HeavenOnHigh
9187,782,0,Whirlwind,Stormblood/DeepDungeon/HeavenOnHigh
9188,783,7487,Boss,Stormblood/DeepDungeon/HeavenOnHigh
9189,783,0,AccursedCane,Stormblood/DeepDungeon/HeavenOnHigh
9196,784,7490,Boss,Stormblood/DeepDungeon/HeavenOnHigh
9197,784,0,IceBoulder,Stormblood/DeepDungeon/HeavenOnHigh
9198,784,0,IcePillar,Stormblood/DeepDungeon/HeavenOnHigh
9722,791,7906,Boss,Global/PVP/HiddenGorge
9523,794,7585,Boss,Stormblood/TreasureHunt/TheShiftingAltarsOfUznair
9524,794,7586,Boss,Stormblood/TreasureHunt/TheShiftingAltarsOfUznair
9525,794,7587,Boss,Stormblood/TreasureHunt/TheShiftingAltarsOfUznair
9526,794,7588,Boss,Stormblood/TreasureHunt/TheShiftingAltarsOfUznair
9527,794,7589,Boss,Stormblood/TreasureHunt/TheShiftingAltarsOfUznair
9528,794,7590,Boss,Stormblood/TreasureHunt/TheShiftingAltarsOfUznair
9529,794,7591,Boss,Stormblood/TreasureHunt/TheShiftingAltarsOfUznair
9530,794,7627,Boss,Stormblood/TreasureHunt/TheShiftingAltarsOfUznair
9531,794,7623,Boss,Stormblood/TreasureHunt/TheShiftingAltarsOfUznair
9533,794,7595,Boss,Stormblood/TreasureHunt/TheShiftingAltarsOfUznair
9534,794,0,Featherofthewinged,Stormblood/TreasureHunt/TheShiftingAltarsOfUznair
9535,794,7597,Boss,Stormblood/TreasureHunt/TheShiftingAltarsOfUznair
9536,794,0,BossAdd2,Stormblood/TreasureHunt/TheShiftingAltarsOfUznair
9537,794,7599,Boss,Stormblood/TreasureHunt/TheShiftingAltarsOfUznair
9538,794,7600,Boss,Stormblood/TreasureHunt/TheShiftingAltarsOfUznair
9539,794,7601,Boss,Stormblood/TreasureHunt/TheShiftingAltarsOfUznair
9540,794,0,BonusAddGoldWhisker,Stormblood/TreasureHunt/TheShiftingAltarsOfUznair
9541,794,0,BonusAddAltarMatanga,Stormblood/TreasureHunt/TheShiftingAltarsOfUznair
9542,794,0,AltarOnion,Stormblood/TreasureHunt/TheShiftingAltarsOfUznair
9543,794,0,AltarEgg,Stormblood/TreasureHunt/TheShiftingAltarsOfUznair
9544,794,0,AltarGarlic,Stormblood/TreasureHunt/TheShiftingAltarsOfUznair
9545,794,0,AltarTomato,Stormblood/TreasureHunt/TheShiftingAltarsOfUznair
9546,794,0,AltarQueen,Stormblood/TreasureHunt/TheShiftingAltarsOfUznair
9563,794,0,Hydrosphere,Stormblood/TreasureHunt/TheShiftingAltarsOfUznair
9564,794,0,BossAdd,Stormblood/TreasureHunt/TheShiftingAltarsOfUznair
9566,794,0,BossAdd,Stormblood/TreasureHunt/TheShiftingAltarsOfUznair
9571,794,0,BossAdd,Stormblood/TreasureHunt/TheShiftingAltarsOfUznair
9574,794,0,BossAdd,Stormblood/TreasureHunt/TheShiftingAltarsOfUznair
9575,794,0,BossAdd,Stormblood/TreasureHunt/TheShiftingAltarsOfUznair
9577,794,0,BossAdd,Stormblood/TreasureHunt/TheShiftingAltarsOfUznair
9578,794,0,BossAdd,Stormblood/TreasureHunt/TheShiftingAltarsOfUznair
9583,794,0,BossAdd,Stormblood/TreasureHunt/TheShiftingAltarsOfUznair
9586,794,0,BossAdd,Stormblood/TreasureHunt/TheShiftingAltarsOfUznair
9587,794,0,BossAdd3,Stormblood/TreasureHunt/TheShiftingAltarsOfUznair
9588,794,0,BossAdd4,Stormblood/TreasureHunt/TheShiftingAltarsOfUznair
1010,821,8141,Boss,Shadowbringers/Dungeon/D02DohnMheg
3860,821,8146,Boss,Shadowbringers/Dungeon/D02DohnMheg
3939,821,0,LiarsLyre,Shadowbringers/Dungeon/D02DohnMheg
10186,822,8260,Boss,Shadowbringers/Dungeon/D05MtGulg
10188,822,8261,Boss,Shadowbringers/Dungeon/D05MtGulg
10189,822,0,Brightsphere,Shadowbringers/Dungeon/D05MtGulg
10190,822,8262,Boss,Shadowbringers/Dungeon/D05MtGulg
10191,822,0,BossClones,Shadowbringers/Dungeon/D05MtGulg
10192,822,0,Orbs,Shadowbringers/Dungeon/D05MtGulg
10159,823,8231,Boss,Shadowbringers/Dungeon/D03QitanaRavel
10160,823,8232,Boss,Shadowbringers/Dungeon/D03QitanaRavel
10161,823,8233,Boss,Shadowbringers/Dungeon/D03QitanaRavel
10460,823,0,RonkanIdol,Shadowbringers/Dungeon/D03QitanaRavel
10461,823,0,RonkanVessel,Shadowbringers/Dungeon/D03QitanaRavel
10467,823,0,RonkanThorn,Shadowbringers/Dungeon/D03QitanaRavel
10816,823,8639,Boss,Shadowbringers/Dungeon/D03QitanaRavel
9692,827,7976,Boss,Stormblood/Foray/BaldesionArsenal
9693,827,0,RelativeVirtue,Stormblood/Foray/BaldesionArsenal
9694,827,0,AernsWynav,Stormblood/Foray/BaldesionArsenal
9695,827,0,BrightAurora,Stormblood/Foray/BaldesionArsenal
9696,827,0,DarkAurora,Stormblood/Foray/BaldesionArsenal
9704,827,7981,Boss,Stormblood/Foray/BaldesionArsenal
9705,827,0,Shadow,Stormblood/Foray/BaldesionArsenal
9706,827,0,Ozmasphere,Stormblood/Foray/BaldesionArsenal
9707,827,0,ArsenalUrolith,Stormblood/Foray/BaldesionArsenal
9733,827,7973,Boss,Stormblood/Foray/BaldesionArsenal
9734,827,0,BallLightning,Stormblood/Foray/BaldesionArsenal
9735,827,0,StreakLightning,Stormblood/Foray/BaldesionArsenal
9818,827,7968,Boss,Stormblood/Foray/BaldesionArsenal
9819,827,0,Orlasrach,Stormblood/Foray/BaldesionArsenal
9821,827,7970,Boss,Stormblood/Foray/BaldesionArsenal
9822,827,0,Munderg,Stormblood/Foray/BaldesionArsenal
10085,827,7965,Boss,Stormblood/Foray/NM
10086,827,0,LifelessSlave1,Stormblood/Foray/NM
10087,827,0,FaithlessGuard,Stormblood/Foray/NM
10116,827,0,LifelessSlave3,Stormblood/Foray/NM
10117,827,0,LifelessSlave2,Stormblood/Foray/NM
9849,836,8252,Boss,Shadowbringers/Dungeon/D04MalikahsWell
9850,836,8250,Boss,Shadowbringers/Dungeon/D04MalikahsWell
9851,836,8249,Boss,Shadowbringers/Dungeon/D04MalikahsWell
9852,836,0,RhapsodicNail,Shadowbringers/Dungeon/D04MalikahsWell
9854,836,0,MorningStar,Shadowbringers/Dungeon/D04MalikahsWell
9859,836,0,PackArmadillo,Shadowbringers/Dungeon/D04MalikahsWell
10122,837,8299,Boss,Shadowbringers/Dungeon/D01Holminster
10123,837,8300,Boss,Shadowbringers/Dungeon/D01Holminster
10124,837,8301,Boss,Shadowbringers/Dungeon/D01Holminster
10389,837,0,IronChain,Shadowbringers/Dungeon/D01Holminster
10390,837,0,Orbs,Shadowbringers/Dungeon/D01Holminster
6358,838,0,FallingTower,Shadowbringers/Dungeon/D06Amaurot
10166,838,8201,Boss,Shadowbringers/Dungeon/D06Amaurot
10168,838,8202,Boss,Shadowbringers/Dungeon/D06Amaurot
10169,838,0,TerminusFlesher,Shadowbringers/Dungeon/D06Amaurot
10170,838,0,TerminusDetonator,Shadowbringers/Dungeon/D06Amaurot
10171,838,0,TerminusRoiler,Shadowbringers/Dungeon/D06Amaurot
10172,838,0,TerminusShriver,Shadowbringers/Dungeon/D06Amaurot
10173,838,0,TerminusCrier,Shadowbringers/Dungeon/D06Amaurot
10174,838,0,TerminusBeholder,Shadowbringers/Dungeon/D06Amaurot
10177,838,8210,Boss,Shadowbringers/Dungeon/D06Amaurot
10179,838,0,TheFaceOfTheBeast,Shadowbringers/Dungeon/D06Amaurot
10361,838,0,TerminusSprinter,Shadowbringers/Dungeon/D06Amaurot
10716,838,0,FallenStar,Shadowbringers/Dungeon/D06Amaurot
10757,879,0,BonusAddKeeperOfKeys,Shadowbringers/TreasureHunt/TheDungeonsOfLyheGhiah
10758,879,0,DungeonOnion,Shadowbringers/TreasureHunt/TheDungeonsOfLyheGhiah
10759,879,0,DungeonEgg,Shadowbringers/TreasureHunt/TheDungeonsOfLyheGhiah
10760,879,0,DungeonGarlic,Shadowbringers/TreasureHunt/TheDungeonsOfLyheGhiah
10761,879,0,DungeonTomato,Shadowbringers/TreasureHunt/TheDungeonsOfLyheGhiah
10762,879,0,DungeonQueen,Shadowbringers/TreasureHunt/TheDungeonsOfLyheGhiah
11173,879,8953,Boss,Shadowbringers/TreasureHunt/TheDungeonsOfLyheGhiah
11174,879,0,BossAdd,Shadowbringers/TreasureHunt/TheDungeonsOfLyheGhiah
9559,882,9147,Boss,Shadowbringers/Alliance/A14Engels
11271,882,0,ReverseJointedGoliath,Shadowbringers/Alliance/A14Engels
11272,882,0,SmallBiped,Shadowbringers/Alliance/A14Engels
11273,882,0,MarxL,Shadowbringers/Alliance/A14Engels
11274,882,0,MarxR,Shadowbringers/Alliance/A14Engels
11275,882,0,Marx1,Shadowbringers/Alliance/A14Engels
11276,882,0,Marx2,Shadowbringers/Alliance/A14Engels
11307,882,9143,Boss,Shadowbringers/Alliance/A12Hobbes
11308,882,0,RobotArm,Shadowbringers/Alliance/A12Hobbes
11361,882,9141,Boss,Shadowbringers/Alliance/A11SerialJointedCommandModel
11362,882,0,SmallExploder,Shadowbringers/Alliance/A12Hobbes
11363,882,0,Turret1,Shadowbringers/Alliance/A11SerialJointedCommandModel
11365,882,0,Turret2,Shadowbringers/Alliance/A11SerialJointedCommandModel
11366,882,0,O2P,Shadowbringers/Alliance/A15WalkingFortress
11379,882,0,AutoPart,Shadowbringers/Alliance/A12Hobbes
11380,882,9153,Boss,Shadowbringers/Alliance/A15WalkingFortress
11381,882,0,FlightUnit,Shadowbringers/Alliance/A15WalkingFortress
11382,882,0,SerialJointedServiceModel,Shadowbringers/Alliance/A15WalkingFortress
11383,882,0,GoliathTank,Shadowbringers/Alliance/A15WalkingFortress
11384,882,0,MarxCrane,Shadowbringers/Alliance/A15WalkingFortress
11390,882,9138,Boss,Shadowbringers/Alliance/A13GoliathTank
11391,882,0,MediumExploder,Shadowbringers/Alliance/A13GoliathTank
11392,882,0,FlightUnit,Shadowbringers/Alliance/A13GoliathTank
11268,884,9044,Boss,Shadowbringers/Dungeon/D09GrandCosmos
11269,884,0,LoversRing,Shadowbringers/Dungeon/D09GrandCosmos
11270,884,0,EnslavedLove,Shadowbringers/Dungeon/D09GrandCosmos
11283,884,9046,Boss,Shadowbringers/Dungeon/D09GrandCosmos
11290,884,9041,Boss,Shadowbringers/Dungeon/D09GrandCosmos
11291,884,0,MagickedBroom,Shadowbringers/Dungeon/D09GrandCosmos
6358,887,0,Alexander,Shadowbringers/Ultimate/TEA
11335,887,0,BossP1,Shadowbringers/Ultimate/TEA
11336,887,0,LiquidHand,Shadowbringers/Ultimate/TEA
11337,887,0,LiquidRage,Shadowbringers/Ultimate/TEA
11338,887,0,JagdDoll,Shadowbringers/Ultimate/TEA
11339,887,0,Embolus,Shadowbringers/Ultimate/TEA
11340,887,0,BruteJustice,Shadowbringers/Ultimate/TEA
11341,887,0,SteamChakram,Shadowbringers/Ultimate/TEA
11342,887,0,CruiseChaser,Shadowbringers/Ultimate/TEA
11343,887,0,PlasmaShield,Shadowbringers/Ultimate/TEA
11344,887,0,Plasmasphere,Shadowbringers/Ultimate/TEA
11345,887,0,Shanoa,Shadowbringers/Ultimate/TEA
11346,887,0,TrueHeart,Shadowbringers/Ultimate/TEA
11347,887,0,AlexanderPrime,Shadowbringers/Ultimate/TEA
11348,887,0,JudgmentCrystal,Shadowbringers/Ultimate/TEA
11349,887,0,PerfectAlexander,Shadowbringers/Ultimate/TEA
11350,887,0,FateProjection,Shadowbringers/Ultimate/TEA
11393,887,0,GelidGaol,Shadowbringers/Ultimate/TEA
11421,887,0,CruiseChaserCutscene,Shadowbringers/Ultimate/TEA
11422,887,0,AlexanderPrimeCutscene,Shadowbringers/Ultimate/TEA
11423,887,0,PerfectAlexanderCutscene,Shadowbringers/Ultimate/TEA
11481,898,9261,Boss,Shadowbringers/Dungeon/D10AnamnesisAnyder
11482,898,0,Unknown,Shadowbringers/Dungeon/D10AnamnesisAnyder
11483,898,0,SinisterBubble,Shadowbringers/Dungeon/D10AnamnesisAnyder
11518,898,9263,Boss,Shadowbringers/Dungeon/D10AnamnesisAnyder
11519,898,9264,Boss,Shadowbringers/Dungeon/D10AnamnesisAnyder
11520,898,0,DepthGrip,Shadowbringers/Dungeon/D10AnamnesisAnyder
11521,898,0,QueensHarpooner,Shadowbringers/Dungeon/D10AnamnesisAnyder
11756,916,9505,Boss,Shadowbringers/Dungeon/D11HeroesGauntlet
