Id,Name
1557,Mana Cannon
1560,Black Cloud
1561,Blighted Gloom
1564,Crepuscule Blade
1565,Knout
1566,Unmitigated Explosion
1567,Self-destruct
1568,Haste
1569,Bravado
1570,Terminus Est
1571,Void Fire IV
1572,Thunderbolt
1573,Wild Bolt
1574,Aetherial Pull
1575,Hard Head
1576,?????:???
1577,Electrostatic Trouncing
1578,Ecliptic Meteor
1579,Bubble Burst
1580,Geotemporal Blast
1589,Liquefy
1590,Liquefy
1591,Allagan Rot
1593,Vacuum Wave
1594,Sina Burst
1596,Fragility
1597,FF12???????:???OBJ??????
1598,FF12???????:???OBJ??4???
1599,Creeping Darkness
1601,Verge Line
1603,????????:?????/??
1604,Aetheroplasm
1605,Diffractive Laser
1606,Magitek Ray
1607,Magitek Ray
1608,Magitek Ray
1609,Ceruleum Vent
1610,Homing Lasers
1611,Rock Throw
1612,Vulcan Burst
1613,Vortex Barrier
1614,Landslide
1615,Boulder Throw
1616,Eruption
1617,Granite Interment
1618,Radiant Plume
1619,Radiant Blaze
1624,Tank Purge
1625,Electray
1626,Explosion
1627,Ultima
1628,Brainjack
1629,Tail Drive
1630,Assault Cannon
1641,Ballast
1643,Shining Topaz
1644,Downburst
1645,Ballast
1646,Ballast
1647,Ballast
1649,Ballast
1650,Ballast
1651,Landslide
1652,Earthen Ward
1653,Rock Buster
1654,Mountain Buster
1655,Earthen Fury
1656,Wind Blade
1657,Aerial Slash
1658,Shockwave
1659,Contagion
1660,Aerial Blast
1661,Crimson Cyclone
1662,Burning Strike
1663,Flaming Crush
1664,Radiant Shield
1665,Inferno
1666,Embrace
1668,Fey Covenant
1669,Fey Illumination
1670,Silent Dusk
1671,Fey Light
1672,Fey Glow
1674,Canker
1675,Murder Hole
1676,Repel
1680,Imminent Catastrophe
1681,Triumphant Roar
1682,Tailwind
1683,the Lion's Breath
1684,the Ram's Breath
1685,the Dragon's Breath
1686,the Ram's Voice
1687,the Dragon's Voice
1688,Fire Blast
1689,the Ram's Keeper
1690,Cacophony
1691,Twister
1692,Tail Snap
1693,Mandible Bite
1694,Formic Pheromones
1695,Swinge
1696,Collapse
1697,Spiked Tail
1698,Typhoon
1699,Sustained Blast
1700,Biting Wind
1702,Hatch
1703,Blazing Trail
1704,Glaciate
1705,Chaotic Chorus
1706,Web of Lightning
1708,Plasma Release
1709,Self-destruct
1710,Self-destruct
1711,Cannonfire
1717,Hundred Lashings
1718,Gold Rush
1719,the Scorpion's Sting
1720,Gold Dust
1721,the Scorpion's Sting
1722,Burr Burrow
1723,Hooked Burrs
1724,Sow
1725,Terminus Est
1726,Moldy Phlegm
1727,Goobbue's Grief
1728,Amorphic Flail
1730,Sharpened Knife
1731,the Scourge of Nym
1732,Everyone's Grudge
1733,Throat Stab
1734,Rancor Release
1735,attack
1737,Gold Bile Plume
1739,Gold Bile Plume
1740,Eyes on Me
1741,Void Matter
1742,Sand Cyclone
1743,Hood Swing
1744,Boulderdash
1747,Desolation
1749,Corrupted Crystals
1751,Dineis
1754,Clearout
1755,Clearout
1756,Lamp Oil
1757,Eruption
1758,Electrify
1759,Mark of Pain
1760,Dark Dome
1761,Firewater
1762,Flat Blade
1763,Mudslinger
1764,Stone Throw
1765,Fortis
1766,Vitalis
1767,Triple Threat
1769,Surge of Vigor
1770,Footwork
1771,Gut Rip
1772,Mortify
1773,Cannonfire
1775,Telega
1776,Whip Back
1777,Regorge
1778,Steel Scales
1781,Devour
1783,Disseminate
1784,Rupture
1785,Syrup
1788,Plummet
1789,Spiked Tail
1791,Liquid Heaven
1792,Firestorm
1793,Fireball
1794,Divebomb
1795,Aetheric Profusion
1796,Twister
1798,Unwoven Will
1799,Sustained Blast
1800,Fireball
1801,Superflare
1803,Diarchy
1804,Mean Thrash
1805,Fear Itself
1806,Caber Toss
1807,Static Charge
1808,Gelid Charge
1809,the Ram's Voice
1813,Captive Bolt
1814,Dimension Zero
1817,Ancient Flare
1818,Culling Blade
1819,Moonfall Slash
1820,Abyssal Slash
1821,Megiddo Flame
1822,Frost Breath
1823,Sheet of Ice
1824,Rime Wreath
1825,Cauterize
1826,Snowfall
1828,???
1829,Aetheroplasm
1830,Freefire
1831,Ultima
1833,Judgment
1835,Liquefy
1836,Liquefy
1837,Typhoon
1838,Sea of Pitch
1839,Bottomless Desert
1840,Allagan Rot
1841,Vacuum Wave
1842,Firestorm
1843,Twister
1844,Sustained Blast
1845,Hatch
1846,Sheet of Ice
1847,Bubonic Cloud
1848,Eyes on Me
1849,Plague Dance
1850,Mind Melt
1851,Reanimate
1852,Mind Melt
1853,Burst
1854,Bury
1855,Bury
1857,Tail Drive
1858,Frost Breath
1859,Sheet of Ice
1860,Rime Wreath
1861,Cauterize
1862,Ancient Flare
1863,Quake III
1867,Static Charge
1868,Gelid Charge
1869,the Ram's Voice
1870,Triumvirate
1871,Mean Thrash
1872,Fear Itself
1873,Aetheric Profusion
1946,Foul Breath
1947,Frost Breath
1948,Thunderstrike
1949,Thunderstorm
1950,Wing Cutter
1951,Bloodcurdling Caw
1952,Yolk Shower
1953,Bellowing Grunt
1954,Self-destruct
1955,Soul Drain
1956,Sour Sough
1957,Swift Sough
1958,Charged Whisker
1959,Megablaster
1960,Iron Justice
1961,Mind Blast
1962,Acid Mist
1963,Acid Mist
1964,Acid Mist
1965,Acid Mist
1966,Infestation
1967,Spoil
1968,Ultrasonics
1969,Ultrasonics
1970,Aqueous Discharge
1971,Viscous Discharge
1972,Mucous Discharge
1973,Corrosive Spit
1974,Corrosive Spit
1975,Blinding Burst
1976,Hypha Whip
1977,Queasy Cloud
1978,Slumber Cloud
1979,Romp
1980,Bomb Toss
1981,Bomb Toss
1982,Firecracker Shower
1983,Tail Chase
1984,Fireball
1985,Bombination
1986,Tortoise Stomp
1987,Grand Slam
1988,Canopy
1989,Arboreal Storm
1990,Acorn Bomb
1991,Backhand Blow
1992,Rise and Fall
1993,Boulder Clap
1994,True Grit
1995,Plaincracker
1996,Rockslide
1997,Stagnant Spray
1998,Eerie Light
1999,Peculiar Light
2003,Infuriate
2004,Faze
2005,Sandslinger
2006,Body Slam
2007,Cold Gaze
2008,Stone Gaze
2009,50 Needles
2010,100 Needles
2011,1000 Needles
2012,Petribreath
2013,Numbing Breath
2014,Poison Breath
2015,Slumber Breath
2016,Cursed Gaze
2017,Dread Gaze
2018,Level 5 Petrify
2019,Shatter
2020,Burning Cyclone
2021,Levinshower
2022,Acid Spray
2023,Cermet Drill
2024,Overcharge
2025,Sand Breath
2026,Sandstorm
2027,Poison Breath
2028,Earthquake
2029,Grand Sword
2030,Magitek Ray
2031,Exhaust
2032,Feeding Frenzy
2033,Pulverizing Pound
2034,Seismic Rift
2035,Seismic Rift
2036,Khoomii
2037,Sonorous Blast
2038,Spine Stream
2039,Titan's Anger
2040,Hydroball
2041,Groundburst
2042,Bubble Shower
2043,Bubble Bath
2044,Crab Dribble
2045,Fowl Stench
2046,Rancid Belch
2048,Moldy Sneeze
2049,Sickly Sneeze
2050,Black Hole
2051,Worm Hole
2052,the Look
2053,Rotten Breath
2054,Bleat
2055,Lullaby
2056,??
2057,Sear
2058,Incinerate
2059,Vulcan Burst
2060,Eruption
2061,Radiant Plume
2062,Crimson Cyclone
2063,Hellfire
2064,Friction
2065,Downburst
2066,Wicked Wheel
2067,Slipstream
2068,Mistral Song
2069,Mistral Shriek
2070,Aerial Blast
2071,10-tonze Swipe
2072,10-tonze Swing
2073,100-tonze Swipe
2074,100-tonze Swing
2075,Glower
2076,Eye of the Beholder
2077,Overtone Shriek
2078,Shriek
2079,Bad Breath
2080,Sweet Breath
2081,Vine Probe
2082,Elbow Drop
2083,Heartburn
2084,Double Smash
2085,Grim Halo
2086,Desolation
2087,Sweet Steel
2088,Dark Mist
2089,Rock Buster
2090,Tumult
2091,Mountain Buster
2092,Weight of the Land
2093,Rock Throw
2094,Landslide
2095,Geocrush
2096,Earthen Fury
2097,the Hand
2098,Dragon Breath
2099,Granite Rain
2100,Toxic Vomit
2101,Touchdown
2102,Miasma Breath
2103,Dark Wave
2104,Evil Eye
2105,Chaos Breath
2106,Flame Breath
2107,Choco Strike
2108,Choco Blast
2112,Labored Leap
2113,Vasoconstrictor
2114,Bog Bomb
2116,Electric Velitation
2117,Sprout Spin
2118,FF11???:????
2119,Screwdriver
2120,Condemnation
2121,Terror Eye
2122,Gas Shell
2123,Filoplumage
2124,Gust
2125,Slowcall
2126,Mow
2127,Triclip
2128,Frightful Roar
2129,Mortal Ray
2130,Caudal Swipe
2131,Flatten
2132,Threaten
2133,Kneeling Snath
2139,Web of Lightning
2140,Plasma Release
2148,attack
2149,White Breath
2150,Ball of Fire
2152,Ball of Ice
2154,Radiant Breath
2155,Soul Douse
2158,Ambuscade
2159,Thunderbolt
2160,Wild Horn
2161,Trounce
2162,Ecliptic Meteor
2164,the Lion's Breath
2165,the Ram's Breath
2166,the Dragon's Breath
2167,the Ram's Voice
2168,the Dragon's Voice
2169,the Ram's Keeper
2170,Black Cloud
2171,Blighted Gloom
2172,Crepuscule Blade
2173,Eruption
2174,Radiant Plume
2175,Bubble Burst
2176,Electrify
2177,Dark Dome
2178,Firewater
2179,Scorched Earth
2181,Burr Burrow
2182,Moldy Phlegm
2183,Goobbue's Grief
2184,Amorphic Flail
2185,the Scourge of Nym
2186,Eyes on Me
2187,Desolation
2188,Creeping Darkness
2189,Diffractive Laser
2190,Forward Laser
2191,Forward Laser
2192,Forward Laser
2193,Ceruleum Vent
2194,Homing Lasers
2195,Vulcan Burst
2196,Landslide
2197,Tank Purge
2198,Ultima
2199,Mandible Bite
2200,Formic Pheromones
2201,Collapse
2203,Blazing Trail
2205,Verge Line
2207,Inferno
2208,Charybdis
2209,Weight of the Land
2210,Imminent Catastrophe
2211,Hundred Lashings
2212,Gold Rush
2213,Gold Dust
2214,Gold Bile Plume
2215,Gold Bile Plume
2216,Magitek Cannon
2217,Photon Stream
2218,attack
2219,Hood Swing
2220,Whip Back
2221,Disseminate
2222,Rupture
2223,Syrup
2224,Plummet
2225,Liquid Hell
2226,Firestorm
2227,Fireball
2228,Divebomb
2254,??
2255,High Voltage
2256,Repelling Cannons
2257,Allagan Rot
2258,Gravity Field
2259,Aerial Bombardment
2260,Perimeter Cannon
2261,Firestream
2262,Piercing Laser
2263,Node Retrieval
2264,Summon
2265,attack
2266,High Voltage
2267,Repelling Cannons
2268,Gravity Field
2269,Firestream
2270,Piercing Laser
2271,Object 199
2272,Headspin
2273,Headspin
2275,Gravity Thrust
2276,Slow Play
2277,Headspin
2278,Headspin
2279,Germinate
2280,Wicked Thorn
2281,Tornado
2283,??????
2284,Thermal Tumult
2285,Featherlance
2286,Thermal Tumult
2287,Leech
2288,Incinerate
2289,Steam Clean
2290,Wrecking Ball
2291,Inferno
2292,Whirlwind
2293,Umbral Vise
2294,Skyward Swing
2295,Thunder II
2296,attack
2297,Army of One
2298,attack
2299,attack
2300,Spellsword
2301,Death's Door
2302,Heave
2303,Charge Eradicated
2304,Incinerate
2305,Wrecking Ball
2306,Inferno
2307,Whirlwind
2308,Umbral Vise
2309,Skyward Swing
2310,Thunder II
2311,Spellsword
2312,Death's Door
2313,Heave
2314,Phantom Orb
2315,Great Whirlwind
2316,Eye of the Storm
2317,Sand Pillar
2318,Sand Pillar
2319,Ceruleum Pillar
2320,Great Whirlwind
2321,Eye of the Storm
2322,Sand Pillar
2323,Sand Pillar
2324,Ceruleum Pillar
2325,Rotoswipe
2326,Bot Retrieval
2327,Equalizer
2328,Neutralizer
2329,Rive
2330,Rotoswipe
2331,Rive
2332,Siren Song
2333,Bubble Burst
2334,Soothing Song
2335,Bubble Burst
2336,Mountain Buster
2337,Earthen Fury
2338,Aerial Slash
2339,Contagion
2340,Aerial Blast
2341,Flaming Crush
2343,Burning Hate
2344,Bubo Burst
2345,Detonation
2346,Detonation
2347,Aetherial Surge
2349,Darkness
2350,Tornado
2351,Burning Tendrils
2352,Burning Tendrils
2353,Electromagnetism
2354,Electromagnetism
2355,Eyes on Me
2356,Eyes on Me
2357,Dirty Cannons
2358,Dirty Cannons
2359,Swift Shadow
2360,Painflare
2361,Firestream
2362,Firestream
2381,Magitek Ray
2382,Magitek Ray
2386,Blessing of Light
2387,Blessing of Light
2388,??
2389,attack
2391,Upheaval
2392,Upheaval
2397,Granite Sepulchre
2398,Landslide
2399,Landslide
2400,Landslide
2401,Landslide
2402,Tumult
2403,Tumult
2405,Mistral Song
2406,Mistral Song
2407,Viscous Aetheroplasm
2408,Aetheric Boom
2409,Aetheric Boom
2410,Mantle of the Whorl
2411,Aetheroplasm
2412,Fusion Burst
2413,??:????????:?????????????
2414,Thwack
2415,Thwack
2416,Play Rough
2417,Play Rough
2418,Guardian Aura
2419,Guardian Aura
2420,Charge Up
2421,Critical Swing
2422,Critical Swing
2424,Spinning Mogshield
2425,Spinning Mogshield
2426,Come at Me Kupo
2427,1000-kuponze Swipe
2428,100-kuponze Swipe
2429,Moogle-Go-Round
2430,Moogle-Go-Round
2431,Pom Cure
2432,Pom Cure
2433,Pom Holy
2434,Pom Holy
2435,Moogle Eye Shot
2436,Moogle Eye Shot
2440,Mograin of Death
2442,Pom Flare
2443,Pom Flare
2446,March of the Moogles
2447,March of the Moogles
2448,Moogle Thrust
2449,Moogle Thrust
2451,1000-kuponze Charge
2452,1000-kuponze Charge
2453,Mog Creation
2454,Mog Creation
2455,Memento Moogle
2456,Memento Moogle
2457,Come at Me Kupo
2458,Demifire II
2459,Searing Wind
2460,Infernal Fetters
2461,Inferno Howl
2462,Crimson Cyclone
2463,Crimson Cyclone
2464,Infernal Surge
2465,Infernal Surge
2466,Thermal Tumult
2467,Thermal Tumult
2468,Gigastorm
2469,Gigastorm
2470,Cyclone
2471,Fantod
2472,Feather Rain
2473,Super Cyclone
2474,Super Cyclone
2475,Pulverizing Punch
2476,Pulverizing Punch
2477,Blinding Light
2478,Banishga
2479,Banish III
2480,Banish
2481,Divide
2482,Squish and Stick
2483,Peel
2484,Aqua Roar
2485,Acid Shower
2486,Flash Flood
2487,Flash Flood
2488,Mograin of Death
2489,Mograin of Death
2490,??:????:??????:????????/????
2491,Gogo Meteor
2492,Pom Meteor
2495,Warp
2496,Transonic Blast
2497,attack
2498,Breath Wing
2499,Breath Wing
2500,Predatory Swoop
2501,Predatory Swoop
2502,Sonic Boom
2503,Flying Frenzy
2504,Flying Frenzy
2505,Sonic Storm
2506,Good King's Decree
2510,attack
2511,attack
2512,Breath Wing
2513,Breath Wing
2514,Caustic Vomit
2515,Caustic Vomit
2516,Viscous Aetheroplasm
2517,??:????:????????:????????/????
2518,??:????:????
2519,Corrupting Spit
2520,????�??:AA:????:?????
2522,Corrupting Spit
2523,Digestive Fluid
2524,Acid Mist
2525,Acid Mist
2526,Terror Touch
2527,Paralyze III
2528,Paralyze III
2529,attack
2530,Eightfold Suffering
2531,Deathly Verse
2532,Feral Lunge
2533,Deathly Cadenza
2534,Iambic March
2541,Crystalline Shower
2542,Crystalline Shower
2543,Corrupting Burst
2544,Corrupting Burst
2545,attack
2546,Feral Lunge
2547,Deathly Cadenza
2548,Lunatic Voice
2551,Aero Blast
2552,Aero Blast
2553,Zombify
2554,Flames of Fury
2555,Aim
2556,Quake
2557,Quake
2558,Hundred Cuts
2559,Captive Bolt
2560,Hundred Cuts
2561,Ancient Flare
2562,Ancient Flare
2564,Snowball
2565,Snowball
2566,Holy Flame
2567,Holy Flame
2568,Poison Spore
2569,Poison Spore
2570,Mercurial Strike
2571,Mercurial Strike
2572,Impact Roar
2573,Impact Roar
2574,Power Attack
2575,Power Attack
2576,Fast Boulder
2577,Fast Boulder
2578,Earthen Heart
2579,Earthen Heart
2580,Rockslide
2581,Rockslide
2582,Burst
2583,Burst
2584,High Fire Powder
2585,Dust Explosion
2586,Void Blizzard II
2587,Icefall
2588,Danse Macabre
2589,Nether Burst
2590,Nether Burst
2591,Danse Macabre
2592,??:??????/???????
2593,??:??????/???????
2594,Fatal Allure
2595,Blood Sword
2596,Blood Rain
2597,Blood Rain
2598,Blood Rain
2599,Blood Rain
2600,Blood Rain
2601,Blood Rain
2602,Great Ball of Fire
2603,???????:AA
2604,Abyssal Swing
2605,Abyssal Swing
2606,Abyssal Transfixion
2607,Abyssal Charge
2608,Tenebrous Missile
2609,Prime Guillotine
2610,Ruination
2611,Dismember
2612,Void Miasma
2613,Void Miasma
2614,Vacuum Slash
2615,Carnem Levare
2616,Carnem Levare
2617,Carnem Levare
2618,Carnem Levare
2619,????PBAE
2620,_rsv_47886_-1_1_0_0_SE2DC5B04_EE2DC5B04
2621,Hellscathe
2622,Heavensflame
2623,Vacuum Slash
2624,Abyssal Slash
2625,Abyssal Slash
2626,Abyssal Slash
2627,Abyssal Slash
2628,Megiddo Flame
2629,Megiddo Flame
2630,Megiddo Flame
2631,Megiddo Flame
2640,Critical Sweep
2641,Critical Sweep
2642,Brood Rage
2643,Hatch
2644,Aether Detonation
2645,Aether Detonation
2646,Aether Detonation
2647,Aether Detonation
2648,Surprise Needle
2649,Abyssal Charge
2650,Death Scythe
2651,Death Scythe
2652,Climb
2653,Alight
2655,Total Immolation
2656,Apocalypse
2657,Cloudscourge
2658,Cloudscourge
2659,Energy Discharge
2660,Shock
2661,Shock
2662,Shock
2663,Landing
2664,Comet
2666,Cosmic Shrapnel
2667,Astral Light
2668,Astral Light
2669,Sonic Storm
2670,Passions' Heat
2671,Void Fire IV
2672,?????�?????
2673,Dark Mist
2674,Beguiling Mist
2677,Will of Darkness
2678,Void Fire
2679,Void Fire
2682,Demonize
2685,Dust Diffusion
2686,Dust Diffusion
2687,????????
2688,Sand Pillar
2692,attack
2695,Aqua Breath
2696,Aqua Breath
2697,Tail Whip
2698,Tail Whip
2699,Scale Darts
2700,Waterspout
2701,Waterspout
2702,Waterspout
2705,Body Slam
2706,Body Slam
2709,Stun Shot
2710,Bilgestorm
2711,Bilgestorm
2712,Hydroshot
2713,Hydro Shot
2714,Dreadstorm
2715,Dreadstorm
2716,Dreadwash
2717,Dreadwash
2718,Tidal Roar
2719,Tidal Roar
2720,Great Flood
2721,Tidal Roar
2722,Aether Draw
2723,Aqua Burst
2724,Aqua Burst
2725,Tidal Wave
2728,Waterspout
2729,Grand Fall
2730,Tidal Cannon
2731,Spinning Dive
2732,Spinning Dive
2733,Spinning Dive
2734,Spinning Dive
2736,Dread Tide
2737,Inhale
2738,Spit
2739,Devour
2740,Claw
2741,Claw
2742,Bad-mouth
2743,Kick and Scream
2744,Kick and Scream
2745,Spore Burst
2746,Spore Burst
2747,Purulent Ooze
2748,Purulent Ooze
2749,Ruinous Omen
2750,Ruinous Omen
2751,Ravensclaw
2752,Ravensclaw
2753,Ruby Claw
2754,Ravensbeak
2755,the Dark Doubles
2756,Raven's Ascent
2757,Iron Chariot
2758,Iron Chariot
2759,Lunar Dynamo
2760,Lunar Dynamo
2761,Hypernova
2762,Super Nova
2763,Sunder Pressure
2764,Universal Gravitation
2765,Dalamud Dive
2766,Dalamud Dive
2767,Raven Dive
2768,Raven Dive
2769,Meteor Stream
2770,Meteor Stream
2771,Heavensfall
2772,Moonfall
2773,Meteor Impact
2774,Moonburst
2775,Debris Burst
2776,Ruby Flare
2777,Megaflare
2779,Tremblor
2780,Heavy Impact
2781,Heavy Strike
2782,Heavy Impact
2783,Heavy Strike
2784,Heavy Impact
2785,Heavy Strike
2786,Magnetic Shock
2789,Thermionic Beam
2790,Thermionic Beam
2791,Asphyxiation
2792,Heavensfall
2793,Heavensfall
2794,Thermionic Burst
2795,Thermionic Burst
2796,Ball of Fire
2797,Ball of Fire
2798,Binding Chain
